Code|Nutrient/Ingridient|Value (per 100gr)
BR017|Niasin (Niacin)|1.5 mg
BR017|Vitamin C (Vit. C)|0 mg
BR018|Air (Water)|11.9 g
BR018|Energi (Energy)|355 Kal
BR018|Protein (Protein)|0.6 g
BR018|Lemak (Fat)|1.1 g
BR018|Karbohidrat (CHO)|85.6 g
BR018|Serat (Fibre)|0.3 g
BR018|Abu (ASH)|0.8 g
BR018|Kalsium (Ca)|91 mg
BR018|Fosfor (P)|167 mg
BR018|Besi (Fe)|2.2 mg
BR018|Natrium (Na)|2 mg
BR018|Kalium (K)|200.0 mg
BR018|Tembaga (Cu)|0.00 mg
BR018|Seng (Zn)|0.3 mg
BR018|Karoten Total (Re)|0 mcg
BR018|Thiamin (Vit. B1)|0.04 mg
BR018|Riboflavin (Vit. B2)|0.10 mg
BR018|Niasin (Niacin)|0.5 mg
BR018|Vitamin C (Vit. C)|0 mg
BR019|Air (Water)|42.5 g
BR019|Energi (Energy)|231 Kal
BR019|Protein (Protein)|0.6 g
BR019|Lemak (Fat)|0.2 g
BR019|Karbohidrat (CHO)|56.6 g
BR019|Serat (Fibre)|3.2 g
BR019|Abu (ASH)|0.1 g
BR019|Kalsium (Ca)|20 mg
BR019|Fosfor (P)|20 mg
BR019|Besi (Fe)|0.1 mg
BR019|Natrium (Na)|7 mg
BR019|Kalium (K)|0.0 mg
BR019|Tembaga (Cu)|0.10 mg
BR019|Seng (Zn)|0.1 mg
BR019|Retinol (Vit. A)|0 mcg
BR019|Karoten Total (Re)|0 mcg
BR019|Thiamin (Vit. B1)|0.20 mg
BR019|Riboflavin (Vit. B2)|0.00 mg
BR019|Niasin (Niacin)|0.0 mg
BR019|Vitamin C (Vit. C)|0 mg
BR020|Air (Water)|42.5 g
BR020|Energi (Energy)|230 Kal
BR020|Protein (Protein)|0.6 g
BR020|Lemak (Fat)|0.2 g
BR020|Karbohidrat (CHO)|56.5 g
BR020|Serat (Fibre)|3.0 g
BR020|Abu (ASH)|0.2 g
BR020|Kalsium (Ca)|20 mg
BR020|Fosfor (P)|1 mg
BR020|Besi (Fe)|0.3 mg
BR020|Natrium (Na)|100 mg
BR020|Kalium (K)|410.0 mg
BR020|Tembaga (Cu)|0.10 mg
BR020|Seng (Zn)|0.2 mg
BR020|Retinol (Vit. A)|0 mcg
BR020|Beta-Karoten (Carotenes)|0 mcg
BR020|Karoten Total (Re)|0 mcg
BR020|Thiamin (Vit. B1)|0.10 mg
BR020|Riboflavin (Vit. B2)|0.00 mg
BR020|Niasin (Niacin)|0.0 mg
BR020|Vitamin C (Vit. C)|0 mg
BR021|Air (Water)|13.5 g
BR021|Energi (Energy)|347 Kal
BR021|Protein (Protein)|0.9 g
BR021|Lemak (Fat)|0.3 g
BR021|Karbohidrat (CHO)|85.2 g
BR021|Serat (Fibre)|4.7 g
BR021|Abu (ASH)|0.1 g
BR021|Kalsium (Ca)|30 mg
BR021|Fosfor (P)|30 mg
BR021|Besi (Fe)|0.2 mg
BR021|Natrium (Na)|11 mg
BR021|Kalium (K)|0.0 mg
BR021|Tembaga (Cu)|0.10 mg
BR021|Seng (Zn)|0.1 mg
BR021|Retinol (Vit. A)|0 mcg
BR021|Beta-Karoten (Carotenes)|0 mcg
BR021|Thiamin (Vit. B1)|0.30 mg
BR021|Riboflavin (Vit. B2)|0.00 mg
BR021|Niasin (Niacin)|0.0 mg
BR021|Vitamin C (Vit. C)|0 mg
BR022|Air (Water)|12.0 g
BR022|Energi (Energy)|362 Kal
BR022|Protein (Protein)|0.5 g
BR022|Lemak (Fat)|0.3 g
BR022|Karbohidrat (CHO)|86.9 g
BR022|Abu (ASH)|0.3 g
BR022|Kalsium (Ca)|0 mg
BR022|Fosfor (P)|0 mg
BR022|Besi (Fe)|0.0 mg
BR022|Beta-Karoten (Carotenes)|0 mcg
BR022|Karoten Total (Re)|0 mcg
BR022|Thiamin (Vit. B1)|0.00 mg
BR022|Vitamin C (Vit. C)|0 mg
BR023|Air (Water)|14.0 g
BR023|Energi (Energy)|353 Kal
BR023|Protein (Protein)|0.7 g
BR023|Lemak (Fat)|0.2 g
BR023|Karbohidrat (CHO)|84.7 g
BR023|Serat (Fibre)|6.6 g
BR023|Abu (ASH)|0.4 g
BR023|Kalsium (Ca)|11 mg
BR023|Fosfor (P)|13 mg
BR023|Besi (Fe)|1.5 mg
BR023|Natrium (Na)|30 mg
BR023|Kalium (K)|694.6 mg
BR023|Tembaga (Cu)|0.60 mg
BR023|Seng (Zn)|2.2 mg
BR023|Beta-Karoten (Carotenes)|41 mcg
BR023|Thiamin (Vit. B1)|0.05 mg
BR023|Riboflavin (Vit. B2)|0.20 mg
BR023|Niasin (Niacin)|2.8 mg
BR023|Vitamin C (Vit. C)|5 mg
BR024|Air (Water)|80.1 g
BR024|Energi (Energy)|74 Kal
BR024|Protein (Protein)|1.4 g
BR024|Lemak (Fat)|0.1 g
BR024|Karbohidrat (CHO)|17.2 g
BR024|Serat (Fibre)|1.4 g
BR024|Abu (ASH)|1.2 g
BR024|Kalsium (Ca)|42 mg
BR024|Fosfor (P)|46 mg
BR024|Besi (Fe)|1.3 mg
BR024|Natrium (Na)|7 mg
BR024|Kalium (K)|400.0 mg
BR024|Tembaga (Cu)|0.10 mg
BR024|Seng (Zn)|0.1 mg
BR024|Retinol (Vit. A)|0 mcg
BR024|Beta-Karoten (Carotenes)|24 mcg
BR024|Karoten Total (Re)|254 mcg
BR024|Thiamin (Vit. B1)|0.04 mg
BR024|Riboflavin (Vit. B2)|0.00 mg
BR024|Niasin (Niacin)|0.4 mg
BR024|Vitamin C (Vit. C)|2 mg
BR025|Air (Water)|72.4 g
BR025|Energi (Energy)|108 Kal
BR025|Protein (Protein)|1.4 g
BR025|Lemak (Fat)|0.4 g
BR025|Karbohidrat (CHO)|25.0 g
BR025|Serat (Fibre)|0.9 g
BR025|Abu (ASH)|0.8 g
BR025|Kalsium (Ca)|47 mg
BR025|Fosfor (P)|67 mg
BR025|Besi (Fe)|0.7 mg
BR025|Natrium (Na)|10 mg
BR025|Kalium (K)|448.0 mg
BR025|Tembaga (Cu)|0.20 mg
BR025|Seng (Zn)|0.7 mg
BR025|Retinol (Vit. A)|0 mcg
BR025|Beta-Karoten (Carotenes)|0 mcg
BR025|Karoten Total (Re)|0 mcg
BR025|Thiamin (Vit. B1)|0.06 mg
BR025|Riboflavin (Vit. B2)|0.07 mg
BR025|Niasin (Niacin)|1.0 mg
BR025|Vitamin C (Vit. C)|4 mg
BR026|Air (Water)|60.0 g
BR026|Energi (Energy)|163 Kal
BR026|Protein (Protein)|2.3 g
BR026|Lemak (Fat)|0.5 g
BR026|Karbohidrat (CHO)|36.4 g
BR026|Serat (Fibre)|0.7 g
BR026|Abu (ASH)|0.9 g
BR026|Kalsium (Ca)|45 mg
BR026|Fosfor (P)|80 mg
BR026|Besi (Fe)|1.7 mg
BR026|Natrium (Na)|14 mg
BR026|Kalium (K)|323.1 mg
BR026|Tembaga (Cu)|0.30 mg
BR026|Seng (Zn)|1.0 mg
BR026|Retinol (Vit. A)|0 mcg
BR026|Beta-Karoten (Carotenes)|0 mcg
BR026|Karoten Total (Re)|0 mcg
BR026|Thiamin (Vit. B1)|0.02 mg
BR026|Riboflavin (Vit. B2)|0.10 mg
BR026|Niasin (Niacin)|1.3 mg
BR027|Air (Water)|70.6 g
BR027|Energi (Energy)|115 Kal
BR027|Protein (Protein)|1.8 g
BR027|Lemak (Fat)|0.5 g
BR027|Karbohidrat (CHO)|25.9 g
BR027|Serat (Fibre)|8.6 g
BR027|Abu (ASH)|1.2 g
BR027|Kalsium (Ca)|50 mg
BR027|Fosfor (P)|220 mg
BR027|Besi (Fe)|0.9 mg
BR027|Natrium (Na)|1 mg
BR027|Kalium (K)|70.0 mg
BR027|Tembaga (Cu)|0.30 mg
BR027|Seng (Zn)|1.0 mg
BR027|Retinol (Vit. A)|0 mcg
BR027|Beta-Karoten (Carotenes)|0 mcg
BR027|Karoten Total (Re)|0 mcg
BR027|Thiamin (Vit. B1)|0.08 mg
BR027|Riboflavin (Vit. B2)|0.10 mg
BR027|Niasin (Niacin)|0.9 mg
BR028|Air (Water)|72.6 g
BR028|Energi (Energy)|119 Kal
BR028|Protein (Protein)|0.5 g
BR028|Lemak (Fat)|0.4 g
BR028|Karbohidrat (CHO)|25.1 g
BR028|Serat (Fibre)|4.2 g
BR028|Abu (ASH)|1.0 g
BR028|Kalsium (Ca)|30 mg
BR028|Fosfor (P)|40 mg
BR028|Besi (Fe)|0.4 mg
BR028|Natrium (Na)|3 mg
BR028|Kalium (K)|1.0 mg
BR028|Tembaga (Cu)|0.10 mg
BR028|Seng (Zn)|0.2 mg
BR028|Retinol (Vit. A)|0 mcg
BR028|Beta-Karoten (Carotenes)|794 mcg
BR028|Karoten Total (Re)|4,948 mcg
BR028|Thiamin (Vit. B1)|0.06 mg
BR028|Riboflavin (Vit. B2)|0.07 mg
BR028|Niasin (Niacin)|0.7 mg
BR028|Vitamin C (Vit. C)|21 mg
BR029|Air (Water)|78.4 g
BR029|Energi (Energy)|83 Kal
BR029|Protein (Protein)|1.5 g
BR029|Lemak (Fat)|0.2 g
BR029|Karbohidrat (CHO)|18.8 g
BR029|Serat (Fibre)|0.6 g
BR029|Abu (ASH)|1.1 g
BR029|Kalsium (Ca)|27 mg
BR029|Fosfor (P)|162 mg
BR029|Besi (Fe)|2.1 mg
BR029|Natrium (Na)|52 mg
BR029|Kalium (K)|320.7 mg
BR029|Tembaga (Cu)|0.10 mg
BR029|Seng (Zn)|0.3 mg
BR029|Retinol (Vit. A)|0 mcg
BR029|Beta-Karoten (Carotenes)|0 mcg
BR029|Karoten Total (Re)|0 mcg
BR029|Thiamin (Vit. B1)|0.02 mg
BR029|Riboflavin (Vit. B2)|0.00 mg
BR029|Niasin (Niacin)|0.4 mg
BR029|Vitamin C (Vit. C)|0 mg
BR030|Air (Water)|61.9 g
BR030|Energi (Energy)|151 Kal
BR030|Protein (Protein)|1.6 g
BR030|Lemak (Fat)|0.3 g
BR030|Karbohidrat (CHO)|35.4 g
BR030|Serat (Fibre)|0.7 g
BR030|Abu (ASH)|0.6 g
BR030|Kalsium (Ca)|29 mg
BR030|Fosfor (P)|74 mg
BR030|Besi (Fe)|0.7 mg
BR030|Natrium (Na)|92 mg
BR030|Kalium (K)|565.6 mg
BR030|Tembaga (Cu)|0.30 mg
BR030|Seng (Zn)|0.5 mg
BR030|Retinol (Vit. A)|0 mcg
BR030|Beta-Karoten (Carotenes)|0 mcg
BR030|Karoten Total (Re)|1,208 mcg
BR030|Thiamin (Vit. B1)|0.13 mg
BR030|Riboflavin (Vit. B2)|0.08 mg
BR030|Niasin (Niacin)|0.7 mg
BR030|Vitamin C (Vit. C)|11 mg
BR031|Air (Water)|77.8 g
BR031|Energi (Energy)|88 Kal
BR031|Protein (Protein)|0.4 g
BR031|Lemak (Fat)|0.4 g
BR031|Karbohidrat (CHO)|20.6 g
BR031|Serat (Fibre)|4.0 g
BR031|Abu (ASH)|0.8 g
BR031|Kalsium (Ca)|30 mg
BR031|Fosfor (P)|10 mg
BR031|Besi (Fe)|0.5 mg
BR031|Natrium (Na)|2 mg
BR031|Kalium (K)|4.0 mg
BR031|Tembaga (Cu)|0.10 mg
BR031|Seng (Zn)|0.2 mg
BR031|Retinol (Vit. A)|0 mcg
BR031|Beta-Karoten (Carotenes)|13 mcg
BR031|Karoten Total (Re)|264 mcg
BR031|Thiamin (Vit. B1)|0.25 mg
BR031|Riboflavin (Vit. B2)|0.06 mg
BR031|Niasin (Niacin)|0.5 mg
BR031|Vitamin C (Vit. C)|36 mg
BR032|Air (Water)|72.5 g
BR032|Energi (Energy)|108 Kal
BR032|Protein (Protein)|0.5 g
BR032|Lemak (Fat)|0.4 g
BR032|Karbohidrat (CHO)|25.6 g
BR032|Serat (Fibre)|4.2 g
BR032|Abu (ASH)|1.0 g
BR032|Kalsium (Ca)|30 mg
BR032|Fosfor (P)|40 mg
BR032|Besi (Fe)|0.5 mg
BR032|Natrium (Na)|1 mg
BR032|Kalium (K)|1.0 mg
BR032|Tembaga (Cu)|0.10 mg
BR032|Seng (Zn)|0.2 mg
BR032|Retinol (Vit. A)|0 mcg
BR032|Beta-Karoten (Carotenes)|13 mcg
BR032|Karoten Total (Re)|0 mcg
BR032|Thiamin (Vit. B1)|0.09 mg
BR032|Riboflavin (Vit. B2)|0.06 mg
BR032|Niasin (Niacin)|0.6 mg
BR032|Vitamin C (Vit. C)|24 mg
BR033|Air (Water)|69.7 g
BR033|Energi (Energy)|120 Kal
BR033|Protein (Protein)|2.8 g
BR033|Lemak (Fat)|0.5 g
BR033|Karbohidrat (CHO)|82.3 g
BR033|Serat (Fibre)|2.6 g
BR033|Abu (ASH)|0.9 g
BR033|Kalsium (Ca)|9 mg
BR033|Fosfor (P)|42 mg
BR033|Besi (Fe)|1.3 mg
BR033|Natrium (Na)|12 mg
BR033|Kalium (K)|412.0 mg
BR033|Tembaga (Cu)|0.30 mg
BR033|Seng (Zn)|0.6 mg
BR033|Beta-Karoten (Carotenes)|0 mcg
BR033|Karoten Total (Re)|0 mcg
BR033|Thiamin (Vit. B1)|0.02 mg
BR033|Riboflavin (Vit. B2)|0.50 mg
BR033|Niasin (Niacin)|0.2 mg
BR033|Vitamin C (Vit. C)|4 mg
CP001|Air (Water)|55.6 g
CP001|Energi (Energy)|204 Kal
CP001|Protein (Protein)|16.9 g
CP001|Lemak (Fat)|8.8 g
CP001|Karbohidrat (CHO)|17.5 g
CP001|Serat (Fibre)|4.8 g
CP001|Abu (ASH)|1.2 g
CP001|Kalsium (Ca)|230 mg
CP001|Fosfor (P)|180 mg
CP001|Besi (Fe)|3.3 mg
CP001|Natrium (Na)|43 mg
CP001|Kalium (K)|1,098.0 mg
CP001|Tembaga (Cu)|3.24 mg
CP001|Seng (Zn)|2.3 mg
CP001|Thiamin (Vit. B1)|0.20 mg
CP001|Riboflavin (Vit. B2)|0.48 mg
CP001|Niasin (Niacin)|0.7 mg
CP002|Air (Water)|3.0 g
CP002|Energi (Energy)|479 Kal
CP002|Protein (Protein)|12.7 g
CP002|Lemak (Fat)|23.2 g
CP002|Karbohidrat (CHO)|58.9 g
CP002|Serat (Fibre)|1.2 g
CP002|Abu (ASH)|2.2 g
CP002|Kalsium (Ca)|135 mg
CP002|Fosfor (P)|184 mg
CP002|Besi (Fe)|2.9 mg
CP002|Thiamin (Vit. B1)|0.25 mg
CP002|Riboflavin (Vit. B2)|0.45 mg
CP002|Niasin (Niacin)|4.1 mg
CP003|Air (Water)|61.2 g
CP003|Energi (Energy)|161 Kal
CP003|Protein (Protein)|7.7 g
CP003|Lemak (Fat)|2.8 g
CP003|Karbohidrat (CHO)|27.1 g
CP003|Serat (Fibre)|2.0 g
CP003|Abu (ASH)|1.2 g
CP003|Kalsium (Ca)|56 mg
CP003|Fosfor (P)|134 mg
CP003|Besi (Fe)|1.4 mg
CP003|Thiamin (Vit. B1)|0.10 mg
CP004|Air (Water)|61.5 g
CP004|Energi (Energy)|147 Kal
CP004|Protein (Protein)|9.0 g
CP004|Lemak (Fat)|0.5 g
CP004|Karbohidrat (CHO)|27.5 g
CP004|Serat (Fibre)|3.4 g
CP004|Abu (ASH)|1.5 g
CP004|Kalsium (Ca)|50 mg
CP004|Fosfor (P)|175 mg
CP004|Besi (Fe)|2.0 mg
CP004|Natrium (Na)|14 mg
CP004|Kalium (K)|1,126.0 mg
CP004|Tembaga (Cu)|0.80 mg
CP004|Seng (Zn)|2.7 mg
CP004|Beta-Karoten (Carotenes)|12 mcg
CP004|Thiamin (Vit. B1)|0.10 mg
CP004|Riboflavin (Vit. B2)|0.07 mg
CP004|Niasin (Niacin)|13.2 mg
CP005|Air (Water)|71.3 g
CP005|Energi (Energy)|109 Kal
CP005|Protein (Protein)|8.7 g
CP005|Lemak (Fat)|0.5 g
CP005|Karbohidrat (CHO)|18.3 g
CP005|Serat (Fibre)|1.5 g
CP005|Abu (ASH)|1.2 g
CP005|Kalsium (Ca)|95 mg
CP005|Fosfor (P)|149 mg
CP005|Besi (Fe)|1.5 mg
CP005|Natrium (Na)|447 mg
CP005|Kalium (K)|657.8 mg
CP005|Tembaga (Cu)|1.40 mg
CP005|Seng (Zn)|2.8 mg
CP005|Beta-Karoten (Carotenes)|18 mcg
CP005|Karoten Total (Re)|120 mcg
CP005|Thiamin (Vit. B1)|0.12 mg
CP005|Riboflavin (Vit. B2)|0.04 mg
CP005|Niasin (Niacin)|0.4 mg
CP005|Vitamin C (Vit. C)|3 mg
CP006|Air (Water)|9.6 g
CP006|Energi (Energy)|521 Kal
CP006|Protein (Protein)|32.2 g
CP006|Lemak (Fat)|37.7 g
CP006|Karbohidrat (CHO)|22.9 g
CP006|Serat (Fibre)|7.6 g
CP006|Abu (ASH)|3.7 g
CP006|Kalsium (Ca)|296 mg
CP006|Fosfor (P)|800 mg
CP006|Besi (Fe)|6.5 mg
CP006|Natrium (Na)|3,492 mg
CP006|Kalium (K)|11,890.0 mg
CP006|Tembaga (Cu)|26.30 mg
CP006|Seng (Zn)|60.0 mg
CP006|Karoten Total (Re)|20 mcg
CP006|Thiamin (Vit. B1)|0.40 mg
CP006|Riboflavin (Vit. B2)|1.90 mg
CP006|Niasin (Niacin)|19.0 mg
CP007|Air (Water)|56.8 g
CP007|Energi (Energy)|189 Kal
CP007|Protein (Protein)|20.2 g
CP007|Lemak (Fat)|8.2 g
CP007|Karbohidrat (CHO)|12.7 g
CP007|Serat (Fibre)|1.6 g
CP007|Abu (ASH)|2.1 g
CP007|Kalsium (Ca)|91 mg
CP007|Fosfor (P)|270 mg
CP007|Besi (Fe)|3.9 mg
CP007|Natrium (Na)|181 mg
CP007|Kalium (K)|615.0 mg
CP007|Tembaga (Cu)|1.30 mg
CP007|Seng (Zn)|3.7 mg
CP007|Beta-Karoten (Carotenes)|4 mcg
CP007|Karoten Total (Re)|15 mcg
CP007|Thiamin (Vit. B1)|0.20 mg
CP007|Riboflavin (Vit. B2)|0.04 mg
CP007|Niasin (Niacin)|0.5 mg
CP007|Vitamin C (Vit. C)|0 mg
CP008|Air (Water)|59.6 g
CP008|Energi (Energy)|158 Kal
CP008|Protein (Protein)|10.3 g
CP008|Lemak (Fat)|0.9 g
CP008|Karbohidrat (CHO)|28.2 g
CP008|Serat (Fibre)|2.6 g
CP008|Abu (ASH)|1.0 g
CP008|Kalsium (Ca)|160 mg
CP008|Fosfor (P)|149 mg
CP008|Besi (Fe)|3.7 mg
CP008|Natrium (Na)|6 mg
CP008|Kalium (K)|311.0 mg
CP008|Tembaga (Cu)|0.27 mg
CP008|Seng (Zn)|1.5 mg
CP008|Thiamin (Vit. B1)|0.20 mg
CP008|Riboflavin (Vit. B2)|0.09 mg
CP008|Niasin (Niacin)|0.8 mg
CP009|Air (Water)|63.1 g
CP009|Energi (Energy)|144 Kal
CP009|Protein (Protein)|10.0 g
CP009|Lemak (Fat)|1.0 g
CP009|Karbohidrat (CHO)|24.7 g
CP009|Serat (Fibre)|3.5 g
CP009|Abu (ASH)|1.2 g
CP009|Kalsium (Ca)|144 mg
CP009|Fosfor (P)|150 mg
CP009|Besi (Fe)|2.8 mg
CP009|Natrium (Na)|6 mg
CP009|Kalium (K)|311.0 mg
CP009|Tembaga (Cu)|0.27 mg
CP009|Seng (Zn)|1.5 mg
CP009|Beta-Karoten (Carotenes)|0 mcg
CP009|Thiamin (Vit. B1)|0.10 mg
CP009|Riboflavin (Vit. B2)|0.08 mg
CP009|Niasin (Niacin)|0.7 mg
CP010|Air (Water)|1.0 g
CP010|Energi (Energy)|629 Kal
CP010|Protein (Protein)|20.4 g
CP010|Lemak (Fat)|56.3 g
CP010|Karbohidrat (CHO)|19.8 g
CP010|Serat (Fibre)|1.1 g
CP010|Abu (ASH)|2.5 g
CP010|Kalsium (Ca)|502 mg
CP010|Fosfor (P)|493 mg
CP010|Besi (Fe)|8.0 mg
CP010|Natrium (Na)|13 mg
CP010|Kalium (K)|641.7 mg
CP010|Tembaga (Cu)|4.70 mg
CP010|Seng (Zn)|5.4 mg
CP010|Beta-Karoten (Carotenes)|5 mcg
CP010|Thiamin (Vit. B1)|0.37 mg
CP010|Riboflavin (Vit. B2)|0.22 mg
CP010|Niasin (Niacin)|1.8 mg
CP011|Air (Water)|40.2 g
CP011|Energi (Energy)|360 Kal
CP011|Protein (Protein)|13.5 g
CP011|Lemak (Fat)|31.2 g
CP011|Karbohidrat (CHO)|12.8 g
CP011|Abu (ASH)|2.3 g
CP011|Kalsium (Ca)|42 mg
CP011|Fosfor (P)|177 mg
CP011|Besi (Fe)|1.4 mg
CP011|Natrium (Na)|32 mg
CP011|Kalium (K)|483.0 mg
CP011|Tembaga (Cu)|1.60 mg
CP011|Seng (Zn)|2.0 mg
CP011|Retinol (Vit. A)|0 mcg
CP011|Thiamin (Vit. B1)|0.44 mg
CP011|Riboflavin (Vit. B2)|0.13 mg
CP011|Niasin (Niacin)|9.0 mg
CP011|Vitamin C (Vit. C)|5 mg
CP012|Air (Water)|2.5 g
CP012|Energi (Energy)|564 Kal
CP012|Protein (Protein)|25.5 g
CP012|Lemak (Fat)|44.4 g
CP012|Karbohidrat (CHO)|25.5 g
CP012|Serat (Fibre)|2.8 g
CP012|Abu (ASH)|2.8 g
CP012|Kalsium (Ca)|106 mg
CP012|Fosfor (P)|390 mg
CP012|Besi (Fe)|4.1 mg
CP012|Thiamin (Vit. B1)|0.40 mg
CP013|Air (Water)|62.1 g
CP013|Energi (Energy)|220 Kal
CP013|Protein (Protein)|10.6 g
CP013|Lemak (Fat)|18.0 g
CP013|Karbohidrat (CHO)|8.0 g
CP013|Serat (Fibre)|1.0 g
CP013|Abu (ASH)|1.3 g
CP013|Kalsium (Ca)|89 mg
CP013|Fosfor (P)|273 mg
CP013|Besi (Fe)|1.9 mg
CP013|Natrium (Na)|36 mg
CP013|Kalium (K)|536.2 mg
CP013|Tembaga (Cu)|1.78 mg
CP013|Seng (Zn)|2.2 mg
CP013|Thiamin (Vit. B1)|0.10 mg
CP013|Vitamin C (Vit. C)|0 mg
CP014|Air (Water)|64.4 g
CP014|Energi (Energy)|138 Kal
CP014|Protein (Protein)|10.7 g
CP014|Lemak (Fat)|1.1 g
CP014|Karbohidrat (CHO)|22.6 g
CP014|Serat (Fibre)|0.9 g
CP014|Abu (ASH)|1.2 g
CP014|Kalsium (Ca)|165 mg
CP014|Fosfor (P)|172 mg
CP014|Besi (Fe)|4.0 mg
CP014|Natrium (Na)|13 mg
CP014|Kalium (K)|6.7 mg
CP014|Tembaga (Cu)|0.80 mg
CP014|Seng (Zn)|6.1 mg
CP014|Thiamin (Vit. B1)|0.01 mg
CP014|Riboflavin (Vit. B2)|0.17 mg
CP014|Niasin (Niacin)|3.2 mg
CP015|Air (Water)|70.6 g
CP015|Energi (Energy)|96 Kal
CP015|Protein (Protein)|3.7 g
CP015|Lemak (Fat)|0.6 g
CP015|Karbohidrat (CHO)|19.1 g
CP015|Serat (Fibre)|2.7 g
CP015|Abu (ASH)|0.6 g
CP015|Kalsium (Ca)|133 mg
CP015|Fosfor (P)|150 mg
CP015|Besi (Fe)|1.3 mg
CP015|Thiamin (Vit. B1)|0.05 mg
CP016|Air (Water)|84.1 g
CP016|Energi (Energy)|67 Kal
CP016|Protein (Protein)|5.0 g
CP016|Lemak (Fat)|2.1 g
CP016|Karbohidrat (CHO)|8.1 g
CP016|Serat (Fibre)|4.1 g
CP016|Abu (ASH)|0.6 g
CP016|Kalsium (Ca)|460 mg
CP016|Fosfor (P)|88 mg
CP016|Besi (Fe)|1.0 mg
CP016|Natrium (Na)|8 mg
CP016|Kalium (K)|184.5 mg
CP016|Tembaga (Cu)|0.17 mg
CP016|Seng (Zn)|0.5 mg
CP016|Beta-Karoten (Carotenes)|0 mcg
CP016|Thiamin (Vit. B1)|0.06 mg
CP016|Riboflavin (Vit. B2)|0.02 mg
CP016|Niasin (Niacin)|0.1 mg
CP017|Air (Water)|82.5 g
CP017|Energi (Energy)|75 Kal
CP017|Protein (Protein)|4.1 g
CP017|Lemak (Fat)|2.1 g
CP017|Karbohidrat (CHO)|10.7 g
CP017|Serat (Fibre)|5.1 g
CP017|Abu (ASH)|0.6 g
CP017|Kalsium (Ca)|203 mg
CP017|Fosfor (P)|60 mg
CP017|Besi (Fe)|1.3 mg
CP017|Beta-Karoten (Carotenes)|0 mcg
CP017|Thiamin (Vit. B1)|0.07 mg
CP018|Air (Water)|9.0 g
CP018|Energi (Energy)|414 Kal
CP018|Protein (Protein)|26.6 g
CP018|Lemak (Fat)|18.3 g
CP018|Karbohidrat (CHO)|41.3 g
CP018|Serat (Fibre)|0.0 g
CP018|Abu (ASH)|5.8 g
CP018|Kalsium (Ca)|19 mg
CP018|Fosfor (P)|29 mg
CP018|Besi (Fe)|4.0 mg
CP018|Natrium (Na)|45 mg
CP018|Kalium (K)|1,055.7 mg
CP018|Tembaga (Cu)|0.99 mg
CP018|Seng (Zn)|2.8 mg
CP018|Retinol (Vit. A)|0 mcg
CP018|Beta-Karoten (Carotenes)|24 mcg
CP018|Thiamin (Vit. B1)|0.20 mg
CP018|Riboflavin (Vit. B2)|0.10 mg
CP018|Niasin (Niacin)|0.5 mg
CP018|Vitamin C (Vit. C)|0 mg
CP019|Air (Water)|80.9 g
CP019|Energi (Energy)|76 Kal
CP019|Protein (Protein)|5.2 g
CP019|Lemak (Fat)|1.8 g
CP019|Karbohidrat (CHO)|10.6 g
CP019|Serat (Fibre)|2.2 g
CP019|Abu (ASH)|1.5 g
CP019|Kalsium (Ca)|215 mg
CP019|Fosfor (P)|66 mg
CP019|Besi (Fe)|12.5 mg
CP019|Karoten Total (Re)|268 mcg
CP019|Thiamin (Vit. B1)|0.11 mg
CP020|Air (Water)|12.0 g
CP020|Energi (Energy)|333 Kal
CP020|Protein (Protein)|29.3 g
CP020|Lemak (Fat)|3.3 g
CP020|Karbohidrat (CHO)|50.0 g
CP020|Abu (ASH)|29.4 g
CP020|Kalsium (Ca)|102 mg
CP020|Fosfor (P)|660 mg
CP020|Besi (Fe)|12.0 mg
CP020|Retinol (Vit. A)|0 mcg
CP020|Thiamin (Vit. B1)|0.10 mg
CP020|Vitamin C (Vit. C)|0 mg
CP021|Air (Water)|14.0 g
CP021|Energi (Energy)|336 Kal
CP021|Protein (Protein)|37.4 g
CP021|Lemak (Fat)|13.0 g
CP021|Karbohidrat (CHO)|30.5 g
CP021|Abu (ASH)|33.1 g
CP021|Kalsium (Ca)|730 mg
CP021|Fosfor (P)|470 mg
CP021|Besi (Fe)|30.7 mg
CP021|Retinol (Vit. A)|0 mcg
CP021|Thiamin (Vit. B1)|0.04 mg
CP022|Air (Water)|16.0 g
CP022|Energi (Energy)|368 Kal
CP022|Protein (Protein)|23.0 g
CP022|Lemak (Fat)|15.0 g
CP022|Karbohidrat (CHO)|40.0 g
CP022|Abu (ASH)|38.0 g
CP022|Kalsium (Ca)|137 mg
CP022|Fosfor (P)|433 mg
CP022|Besi (Fe)|41.5 mg
CP022|Retinol (Vit. A)|0 mcg
CP022|Thiamin (Vit. B1)|0.00 mg
CP022|Riboflavin (Vit. B2)|0.46 mg
CP022|Niasin (Niacin)|8.9 mg
CP023|Air (Water)|17.3 g
CP023|Energi (Energy)|368 Kal
CP023|Protein (Protein)|2.6 g
CP023|Lemak (Fat)|8.6 g
CP023|Karbohidrat (CHO)|70.0 g
CP023|Serat (Fibre)|0.5 g
CP023|Abu (ASH)|1.5 g
CP023|Kalsium (Ca)|51 mg
CP023|Fosfor (P)|180 mg
CP023|Besi (Fe)|3.3 mg
CP023|Natrium (Na)|48 mg
CP023|Kalium (K)|96.0 mg
CP023|Tembaga (Cu)|0.40 mg
